District,PropertyType,Rooms,Furnished,Shareable,PetsAllowed,Elevator,SeniorFriendly,StudentOnly,Balcony,Parking,Size,Floor,RentalPeriod,AvailableFrom,MonthlyNetRent,Utilities,Deposit,PrepaidRent,MoveInPrice
"Godsbanen,9000 Aalborg",Apartment,2,False,False,False,True,False,False,True,False,66,6,,1 December 2021,7200,800,21600,7200,36800
"Jyllandsgade,9000 Aalborg",Apartment,3,False,False,False,True,False,False,False,False,126,4,,1 November 2021,10900,900,32700,10900,55400
"Algade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,89,1,,As soon as possible,7655,650,22965,7655,38925
"Godsbanen,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,False,72,3,,1 October 2021,7700,700,23100,7700,39200
"Jyllandsgade,9000 Aalborg",Apartment,3,False,False,False,True,False,False,True,False,94,3,,1 November 2021,9900,900,29700,9000,49500
"Læsøgade,9000 Aalborg",Apartment,3,False,False,False,False,False,False,False,False,80,3,,As soon as possible,5700,850,17100,5700,29350
"Jyllandsgade,7600 Struer",Apartment,2,False,False,False,False,False,False,False,False,45,2,,As soon as possible,2900,400,8700,0,12000
"Lunavej,9293 Kongerslev",Townhouse,2,False,False,False,False,False,False,False,False,65,0,,1 November 2021,4658,0,0,0,14658
"Kingosvej,9490 Pandrup",Townhouse,2,False,False,False,False,False,False,False,False,47,0,,1 November 2021,4133,0,0,0,12133
"Bogfinkevej,9575 Terndrup",Townhouse,2,False,False,True,False,False,False,False,False,71,0,,1 December 2021,6475,800,0,0,20275
"Assersvej,9600 Aars",Apartment,2,False,False,False,False,False,False,False,False,40,4,,15 November 2021,3002,0,0,0,21848
"Klerkegade,9740 Jerslev J",Townhouse,2,False,False,False,False,False,False,False,False,66,0,,1 November 2021,5098,870,0,0,13968
"Mejlgade,8000 Aarhus",Apartment,6,False,True,False,False,False,False,False,False,158,1,,1 January 2022,16800,1200,50400,0,68400
"Fixvej,4700 Næstved",Apartment,2,False,False,False,False,False,False,False,False,76,1,,15 October 2021,6300,1000,18900,12600,38800
"Jenny Kammergaards Vej,8700 Horsens",Apartment,4,False,False,True,False,False,False,False,False,153,2,,15 November 2021,15000,1650,45000,15000,76650
"Steen Blichers Gade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,52,3,,As soon as possible,4950,500,14850,4950,25250
"Jyllandsgade,6700 Esbjerg",Apartment,2,False,False,False,False,False,False,False,False,56,2,,As soon as possible,3000,500,9000,3000,15500
"Nørregade,6700 Esbjerg",Apartment,2,False,False,False,False,False,False,False,False,62,0,,As soon as possible,5630,500,15600,5200,26930
"Teglholm Tværvej,2450 København",Apartment,2,True,False,False,True,True,False,True,True,75,2,,As soon as possible,11000,1000,33000,0,45000
"Strandvejen,9000 Aalborg",Apartment,3,False,False,True,False,False,False,True,False,97,5,,1 November 2021,9500,1100,28500,9500,48600
"Vosnæsparken,8541 Skødstrup",Apartment,5,False,False,True,False,False,False,False,False,116,0,,1 January 2022,8495,600,25485,8495,43075
"Strandparksvej,2900 Hellerup",Apartment,2,True,False,False,False,False,False,False,False,56,0,,15 December 2021,10000,0,10000,0,20000
"Hovedgaden,8410 Rønde",Apartment,3,False,False,False,False,False,False,True,True,82,0,,As soon as possible,7800,650,23400,7800,39650
"Tietgens Allé,5230 Odense",Apartment,3,True,False,True,False,False,False,True,True,76,0,,1 November 2021,7750,0,23250,7750,38750
"Finderupvej,8000 Aarhus",Apartment,2,False,True,False,True,False,False,True,True,61,1,,As soon as possible,8100,550,24300,0,32950
"Skansegade,9900 Frederikshavn",Apartment,2,False,False,False,False,False,False,False,False,74,0,,As soon as possible,4800,1000,14400,0,20200
"Thorsgade,5000 Odense",Apartment,3,False,True,False,False,False,False,False,False,96,2,,As soon as possible,8800,900,26400,26400,62500
"Stillingvej,8471 Sabro",Townhouse,4,False,False,False,False,False,False,False,True,100,0,,1 December 2021,8500,0,25500,25500,59500
"Vesterhavsvej,6830 Nørre Nebel",Apartment,3,False,False,False,False,False,False,False,True,73,1,,As soon as possible,3815,0,11445,0,15260
"Nørregade,7570 Vemb",Apartment,2,False,False,False,False,False,False,False,True,40,0,,15 November 2021,3000,150,9000,0,12150
"Nytorv,6000 Kolding",Apartment,2,False,False,True,True,True,False,False,True,75,0,,As soon as possible,7000,0,21000,0,28000
"Agtrupvej,6000 Kolding",Apartment,2,False,False,False,False,False,False,False,False,61,0,,1 January 2022,5300,700,15900,0,21900
"Nikolaj Plads,1067 København",Apartment,2,False,False,False,True,False,False,False,False,77,1,,1 December 2021,13900,1900,41700,0,57500
"Badensgade,2300 København",Apartment,4,False,True,False,False,False,False,False,False,79,0,,15 October 2021,11600,0,34800,11600,58000
"Adelgade,5400 Bogense",Apartment,2,False,False,False,False,False,False,False,False,53,0,,As soon as possible,2700,800,5400,2700,11600
"Ulvehavevej,7100 Vejle",Apartment,3,False,False,False,False,False,False,True,True,92,0,,As soon as possible,8800,900,26400,0,36100
"Nørregade,4100 Ringsted",Apartment,1,False,False,False,False,False,False,False,False,21,1,,As soon as possible,3100,100,9300,6200,18700
"Storegade,8752 Østbirk",Apartment,3,False,False,False,False,False,False,False,True,110,0,,1 December 2021,5200,800,15600,6000,27600
"Hobrovej,8900 Randers",Apartment,2,False,True,False,False,False,False,False,False,69,2,,1 November 2021,4797,500,14393,4797,24487
"Gethersvej,8900 Randers",Apartment,2,False,False,False,False,False,False,True,True,54,2,,As soon as possible,3820,500,11460,0,15780
"Njalsgade,2300 København",Apartment,3,False,True,False,False,False,False,False,False,86,2,,15 November 2021,14500,950,43500,14500,73450
"Skibsager,2680 Solrød Strand",Apartment,2,False,False,False,False,False,False,False,False,54,1,,1 December 2021,8250,600,24750,24750,58350
"Rolighedsvej,2750 Ballerup",Apartment,3,False,False,False,False,False,False,False,False,90,2,,1 November 2021,11700,975,35100,11700,59475
"Østre Havnepark,9000 Aalborg",Apartment,3,False,True,True,True,True,False,True,True,78,4,,15 November 2021,8400,500,8400,0,17300
"Ring Søpark,8740 Brædstrup",Townhouse,3,False,True,True,False,True,False,False,False,96,0,,1 December 2021,8100,350,24300,8100,40850
"Ålekistevej,2720 Vanløse",Room,1,False,False,False,False,False,False,False,False,13,2,,31 October 2021,3800,0,3800,0,7600
"Tjørringparken,7400 Herning",Apartment,2,False,False,False,False,False,False,False,True,64,0,,1 January 2022,6400,0,19200,0,25600
"Hellerupvej,2900 Hellerup",Apartment,3,False,False,False,False,False,False,True,False,95,1,,As soon as possible,12000,0,24000,0,36000
"Tjørringparken,7400 Herning",Apartment,4,False,False,False,False,False,False,False,True,128,0,,1 December 2021,8600,0,25800,0,34400
"Systemvej,7190 Billund",Apartment,4,False,False,False,False,False,False,False,False,100,0,,As soon as possible,7145,875,21435,21435,50890
"Bomhusvej,2100 København",Apartment,4,False,True,True,True,True,False,False,True,101,0,,1 October 2021,16500,0,49500,16500,82500
"Tuborg Bakkedrag,2900 Hellerup",Apartment,3,False,False,False,True,False,False,True,True,108,2,,As soon as possible,28000,1350,84000,28000,141350
"Vigerslevvej,2500 København",Apartment,3,False,False,False,False,False,False,True,False,75,0,,As soon as possible,11500,1017,34500,0,47017
"Kirkebakken,7870 Roslev",House,5,False,False,True,False,False,False,False,False,96,0,,As soon as possible,3695,400,0,7390,11485
"Hobrovej,8900 Randers",Apartment,2,False,True,False,False,False,False,False,False,84,3,,1 December 2021,5998,700,17996,5998,30692
"Viborgvej,8920 Randers",Apartment,4,False,True,False,False,False,False,False,False,103,2,,1 January 2022,6998,700,20996,6998,35692
"Pontoppidansgade,8900 Randers",Apartment,4,False,True,False,False,False,False,False,False,97,1,,1 January 2022,6996,700,20990,6996,35682
"Gøteborg Allé,8200 Aarhus",Apartment,2,False,False,False,False,False,False,False,True,44,0,,1 January 2022,6504,470,19512,6504,32990
"Vistihøjen,8200 Aarhus",Townhouse,4,False,True,True,False,True,False,False,True,92,0,,1 October 2021,9900,1200,29700,9900,50700
"Markedspladsen,8900 Randers",Apartment,3,False,True,True,False,False,False,False,False,95,2,,1 October 2021,7503,998,0,0,47375
"Juelsparken,9210 Aalborg",Apartment,2,False,False,False,False,False,False,True,True,82,1,,1 January 2022,6350,680,19050,0,26080
"Roskildevej,2500 København",Apartment,2,True,False,False,False,False,False,False,True,64,1,,1 October 2021,12500,0,12500,0,25000
"Kastetvej,9000 Aalborg",Apartment,2,False,True,False,False,False,False,False,False,71,2,,As soon as possible,5450,500,16350,0,22300
"M.P. Bruuns Gade,8000 Aarhus",Apartment,4,False,True,True,False,False,False,False,False,113,2,,As soon as possible,16355,520,49065,49065,115005
"Marie Curies Allé,9220 Aalborg",Apartment,4,False,False,True,False,False,False,False,False,104,0,,5 January 2022,8115,0,24345,8115,40575
"Niels Ebbesens Gade,8900 Randers",Apartment,4,False,True,True,False,False,False,False,False,115,3,,31 December 2021,6900,1200,20700,6900,35700
"Nykøbingvej,4990 Sakskøbing",Apartment,3,False,False,True,False,False,False,False,False,76,0,,As soon as possible,5100,1000,15300,5100,26500
"Søndergade,6200 Aabenraa",Apartment,3,False,False,False,False,False,False,False,False,95,1,,1 November 2021,5148,1250,15444,0,21842
"Sct Hansgade,4100 Ringsted",Apartment,2,False,False,False,False,False,False,False,True,62,3,,1 January 2022,6750,650,20250,0,27650
"Valmuevej,2300 København",Room,1,False,False,False,False,False,False,False,False,18,0,,1 October 2021,6000,0,18000,0,24000
"Lysningen,4200 Slagelse",Apartment,3,False,False,True,False,False,False,True,True,76,0,,As soon as possible,9470,1500,28410,9470,48850
"Korsgade,5800 Nyborg",Apartment,2,False,False,False,False,False,False,False,False,77,1,,15 November 2021,5101,850,15303,10202,31456
"Junovej,8270 Aarhus",House,2,False,False,True,False,False,False,False,True,55,0,,As soon as possible,7000,0,14000,7000,28000
"Algade,4000 Roskilde",Apartment,3,False,False,False,False,False,False,False,True,73,1,,1 November 2021,8450,750,25350,8450,43000
"Nordbovej,9800 Hjørring",Apartment,2,False,True,True,False,False,False,False,False,40,0,,As soon as possible,3623,460,0,0,14952
"Slotsvej,8543 Hornslet",Apartment,4,False,False,False,False,False,False,False,True,128,1,,1 December 2021,9000,0,27000,27000,63000
"Herningvej,8600 Silkeborg",Apartment,4,False,True,True,True,True,False,True,True,101,1,,15 October 2021,9300,0,27900,0,37200
"Falstersgade,8000 Aarhus",Apartment,2,False,False,False,False,False,False,False,False,52,4,,1 November 2021,7400,600,22200,7400,37600
"Herningvej,8600 Silkeborg",Apartment,3,False,True,True,True,True,False,False,True,97,0,,15 October 2021,9200,0,27600,0,36800
"Fortkaj,2150 København",Apartment,4,False,False,False,False,False,False,False,False,118,2,,1 October 2021,22000,1150,66000,0,89150
"Jens Kalstrups Vej,9000 Aalborg",House,8,False,False,True,False,False,False,False,True,210,0,,1 December 2021,22000,0,66000,22000,110000
"Rosenkildevej,4640 Faxe",Townhouse,2,False,False,False,False,False,False,False,False,51,0,,1 December 2021,6000,0,18000,6000,30000
"Herningvej,8600 Silkeborg",Apartment,2,False,False,True,True,True,False,True,True,58,1,,15 October 2021,7100,0,21300,0,28400
"Vestergade,5000 Odense",Apartment,3,False,False,False,False,False,False,False,False,104,3,,1 November 2021,6052,600,18156,6052,30860
"Herningvej,8600 Silkeborg",Apartment,2,False,False,True,True,True,False,True,True,52,0,,15 October 2021,6200,0,18600,0,24800
"Honningvænget,8381 Aarhus",Apartment,2,False,False,True,True,True,False,False,True,42,0,,15 December 2021,6095,300,18285,0,24680
"Lysbrolysningen,8600 Silkeborg",Apartment,2,False,True,True,True,True,False,True,True,61,1,,1 December 2021,6950,0,20850,0,27800
"Axel Heides Gade,2300 København",Apartment,2,True,False,False,True,False,False,True,True,73,2,,1 October 2021,12000,0,24000,0,36000
"Nordborggade,8000 Aarhus",Apartment,4,False,False,False,True,False,False,True,True,90,5,,1 November 2021,9900,800,29700,29700,70100
"Vestergade,9000 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,96,1,,1 October 2021,7795,600,23483,0,31878
"Lysbrolysningen,8600 Silkeborg",Apartment,3,False,True,True,True,True,False,True,True,97,1,,1 December 2021,9200,0,27600,0,36800
"Schleppegrellsgade,9000 Aalborg",Apartment,4,False,True,False,False,False,False,True,False,98,3,,1 October 2021,7767,600,23301,0,31668
"Filosofgangen,5000 Odense",Apartment,3,False,False,False,False,False,False,False,False,113,1,,1 November 2021,6555,725,19665,6555,33500
"Honningvænget,8381 Aarhus",Apartment,3,False,True,False,True,True,False,True,True,59,2,,15 December 2021,7645,400,22935,0,30980
"Lollandsgade,8000 Aarhus",Apartment,3,False,False,False,False,False,False,False,False,87,0,,1 October 2021,9000,0,9000,0,18000
"Lysbrolysningen,8600 Silkeborg",Apartment,4,False,True,True,True,True,False,False,True,115,0,,15 December 2021,9900,0,29700,0,39600
"Schleppegrellsgade,9000 Aalborg",Apartment,2,False,True,False,False,False,False,False,False,60,3,,1 December 2021,5375,500,16125,0,22000
"Vestre Alle,9000 Aalborg",Apartment,4,False,True,True,False,False,False,True,False,89,4,,1 January 2022,8149,500,24447,8149,41245
"Korsgade,9000 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,91,0,,15 November 2021,6900,700,20700,6900,35200
"Honningvænget,8381 Aarhus",Apartment,2,False,True,False,True,True,False,True,True,42,1,,15 December 2021,5995,300,17985,0,24280
"Vesterbro,5000 Odense",Apartment,3,False,False,False,False,False,False,False,False,87,2,,As soon as possible,7827,625,23481,7827,39760
"Hunderupgade,5230 Odense",Apartment,3,False,True,False,False,False,False,False,False,50,1,,As soon as possible,3500,700,10200,10200,24600
"Stavnsvej,8381 Aarhus",Apartment,3,False,False,False,False,False,False,False,True,70,0,,1 January 2022,7520,0,22560,0,30080
"Vendelbogade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,False,67,3,,1 January 2022,5500,525,16500,0,22525
"Godthåbsvej,7400 Herning",Apartment,1,False,False,False,False,False,False,False,True,26,0,,As soon as possible,2600,550,7800,0,10950
"Bjerregade,8722 Hedensted",Apartment,2,False,True,False,False,False,False,False,False,50,1,,1 December 2021,5200,0,15600,0,20800
"Skolegade,4100 Ringsted",Apartment,3,False,True,False,False,False,False,False,False,105,1,,1 December 2021,9500,1000,28500,19000,58000
"Gustav Holms Vej,8200 Aarhus",Townhouse,4,False,True,True,False,False,False,False,False,128,0,,1 December 2021,14650,1200,43950,14650,74450
"Vestergårdvej,5500 Middelfart",Townhouse,4,False,False,False,False,False,False,False,False,100,0,,1 January 2022,8500,0,25500,0,34000
"Centrumgården,8870 Langå",Apartment,3,False,False,True,False,False,False,False,False,81,0,,As soon as possible,5827,1415,0,0,23742
"Rubjergparken,8870 Langå",Townhouse,4,False,False,True,False,False,False,False,False,124,0,,As soon as possible,7505,2051,0,0,34756
"Fyensgade,9000 Aalborg",Apartment,3,False,False,False,False,False,False,False,False,82,2,,1 January 2022,5520,550,16562,5520,28152
"Teisensvej,9400 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,60,3,,As soon as possible,6276,500,18828,6276,31880
"Sjællandsgade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,61,3,,1 October 2021,5200,400,15600,5200,26400
"Dannebrogsgade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,54,1,,1 November 2021,3795,500,11386,3795,19476
"Ryesgade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,54,2,,1 October 2021,5400,400,16200,5400,27400
"Ryesgade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,54,2,,1 October 2021,5400,400,16200,5400,27400
"Skeldalen,9310 Vodskov",Apartment,3,False,False,False,False,False,False,False,False,96,0,,1 January 2022,8271,400,24814,8271,41756
"Ved Jernbanen,9310 Vodskov",Apartment,4,False,True,False,False,False,False,False,False,106,0,,1 January 2022,8900,0,26700,8900,44500
"Fuglsøparken,7900 Nykøbing M",House,4,False,True,True,False,False,False,False,False,103,0,,15 October 2021,5854,6,0,0,25240
"Skovvejen,8000 Aarhus",Apartment,3,False,False,False,False,False,False,False,False,62,-1,,1 December 2021,6300,1037,18900,6300,32537
"Zahnsgade,6000 Kolding",Apartment,2,False,True,False,False,False,False,False,False,78,1,,As soon as possible,5990,900,17970,0,24860
"Poppelstykket,2450 København",Apartment,1,False,False,False,False,False,False,False,False,35,1,,1 October 2021,7000,400,7000,21000,35400
"Poppelstykket,2450 København",Apartment,2,False,False,False,False,False,False,False,False,43,2,,1 October 2021,8900,450,26700,8900,44950
"Svendsgade,9000 Aalborg",Apartment,2,False,True,False,False,False,False,False,False,66,3,,As soon as possible,5300,700,15900,0,21900
